	caseid	turnout12	turnout12b	vote12	percent16	meet	givefut	info	march	sign	give12mo	compromise	ftobama	ftblack	ftwhite	fthisp	ftgay	ftjeb	fttrump	ftcarson	fthrc	ftrubio	ftcruz	ftsanders	ftfiorina	ftpolice	ftfem	fttrans	ftmuslim	ftsci	reg	demcand	repcand	vote16jb	vote16bc	vote16tc	vote16mr	vote16dt	presjob	lazyb	lazyw	lazyh	lazym	violentb	violentw	violenth	violentm	econnow	econ12mo	pid1d	pid2d	pid1r	pid2r	pidstr	pidlean	lcself	lcd	lcr	lchc	lcbo	lcdt	lcmr	lctc	srv_spend	campfin	immig_legal	immig_numb	equalpay	parleave	crimespend	death	terror_worry	terror_12mo	terror_local	relig_bc	relig_bcstr	relig_srv	relig_srvstr	incgap20	isis_troops	syrians_a	syrians_b	pc_a	pc_b	minwage	healthspend	childcare	getahead	ladder	finwell	warm	warmbad	warmcause	warmdo	freetrade	stopwhite	stopblack	forcewhite	forceblack	stop_12mo	arrested_12mo	charged_12mo	jailed_12mo	convict_12mo	famstop_12mo	stop_ever	arrested_ever	charged_ever	jailed_ever	convict_ever	famstop_ever	pk_deficit	pk_sen	pk_spend	birthright_a	birthright_b	femoff_jobs	femoff_ed	femoff_spend	femoff_issues	lpres_pleased	lpres_immig	lpres_la	vaccine	autism	bo_muslim	bo_confid	amer_ident	race_ident	whitework	whitejob	wguilt1	wguilt2	wguilt3	buycott	boycott	skintone_mob	skintone	skin_discrim	africanam10_1	white10_1	hispanic10_1	asianam10_1	nativeam10_1	other10_1	other10_open	birthyr	gender	race	race_other	educ	marstat	speakspanish	employ	employ_t	faminc	faminc2	state	votereg	pid3	pid7	ideo5	newsint	pew_bornagain	pew_churatd	religpew	religpew_t	ever_vs_12mo_rand
879	880.0	1		2.0	100	2	2	4	2	2	2	1	97.0	89.0	51	90.0	96.0	63.0	0.0	10.0	85.0	34.0	10.0	83.0	33.0	39.0	98.0	93.0	87.0	96.0	1	1	6.0	1.0	1.0				2	5	5	5	5	5	5	5	5	2	2	1.0	__NA__		__NA__	1.0		1	2	6	2	2	7	8	7	6	1	1	2	1	1	4	6	4.0	4.0	4	2	1.0	2	1.0	1	2		2.0		2.0	1	2	3	3	6	6	1	2	1	2	6	2	4	2	4	2.0	2.0	2.0	2.0	2.0	2.0							1	6.0	1		2.0	3.0	4.0			2		5.0	1	6	2	1.0	4	5	5.0	5.0	3.0	3.0	3.0	2	1	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0		1987	2	1	__NA__	6	5	4	1.0	__NA__	97.0	99	13.0	1	1	1.0	1	1	2	5		__NA__	1
880	881.0	1		2.0	100	1	2	4	2	2	2	1	57.0	88.0	61	97.0	88.0		0.0	11.0	70.0	38.0	3.0	52.0	10.0	69.0	68.0	92.0	70.0	89.0	1	2	6.0				1.0	1.0	5	3	3	4	3	3	4	4	4	4	3		__NA__	3.0	__NA__		2.0	4	2	6	3	4	5	6	7	4	3	3	4	7	7	2	2	1.0		3	2	1.0	1	2.0	1	7	4.0		4.0		2	4	4	2	2	6	1	2	3	7	3	3	4	3	4							1.0	2.0	2.0	2.0	2.0	2.0	2	4.0	1		5.0	2.0	3.0			2		5.0	1	5	2	2.0	4	4	2.0	2.0	4.0	5.0	3.0	1	1	99	2.0	5	0.0	10.0	0.0	0.0	0	0.0		1963	2	1	__NA__	5	1	4	1.0	__NA__	10.0	99	34.0	1	3	3.0	3	1	2	3	5.0	__NA__	2
881	882.0	1		2.0	0	2	3	3	2	2	2	2	60.0	49.0	72	42.0	100.0	41.0	2.0	10.0	61.0	42.0	20.0	78.0	30.0	63.0	100.0	21.0	2.0	61.0	1	3	5.0	4.0		4.0			3	3	3	3	3	3	3	3	3	3	3		__NA__	3.0	__NA__		3.0	1	1	5	3	1	5	5	5	997	4	4	4	4	4	4	4		5.0	5	1	1.0	2	1.0	1	7		7.0		2.0	1	1	1	1	4	4	1	2	3	4	4	3	3	3	3	2.0	2.0	2.0	2.0	2.0	2.0							2	12.0	2		4.0	7.0		4.0		5		3.0	4	3	2	5.0	5	5	5.0	3.0	5.0	5.0	5.0	2	2	1	99.0	5	0.0	10.0	0.0	0.0	0	0.0		1925	2	1	__NA__	3	2	4	5.0	__NA__	4.0	99	6.0	1	3	4.0	1	3	2	5	5.0	__NA__	1
882	883.0	1		2.0	100	5	5	4	2	2	2	1	97.0	92.0	91	100.0	100.0	6.0	0.0	1.0	88.0	1.0	0.0	80.0	1.0	87.0	100.0	100.0	94.0	100.0	1	1	1.0		1.0		1.0		2	5	4	5	5	4	3	4	4	2	2	1.0	__NA__		__NA__	1.0		1	3	7	3	4	7	7	7	4	5	2	3	1	1	3	7		4.0	4	2	1.0	2	1.0	1	5	1.0		2.0		1	2	2	2	6	4	1	2	1	1	6	2	5	1	5	2.0	2.0	2.0	2.0	2.0	2.0							3	3.0	4	7.0		4.0		4.0		1	4.0		1	5	2	1.0	1	2						2	2	5	99.0	3	10.0	0.0	0.0	0.0	0	0.0		1959	1	2	__NA__	2	1	4	6.0	__NA__	2.0	99	25.0	1	1	1.0	1	1	2	6	1.0	__NA__	1
883	884.0	1		2.0	100	4	5	3	2	2	2	1	93.0	77.0	62	71.0	84.0	3.0	1.0	6.0	64.0	3.0	6.0	90.0	1.0	23.0	91.0	87.0	73.0	79.0	1	3	11.0				1.0	1.0	2	4	3	4	4	4	3	4	4	2	2		__NA__	1.0	__NA__	1.0		1	2	7	2	2	7	7	7	5	2	2	2	1	1	3	6		4.0	5	2	1.0	2	1.0	1	6	1.0			2.0	1	1	1	2	7	5	1	2	1	2	5	1	4	2	4							2.0	2.0	2.0	2.0	2.0	2.0	1	4.0	2	6.0		4.0	4.0			2		5.0	1	6	2	1.0	4	4	1.0	5.0	4.0	4.0	4.0	2	1	1	99.0	5	0.0	10.0	0.0	0.0	0	0.0		1992	2	1	__NA__	3	5	4	2.0	__NA__	3.0	99	39.0	1	1	1.0	1	2	2	5	10.0	__NA__	2
884	885.0	3	1.0	3.0	99	5	5	5	2	2	2	2	5.0	99.0	91	94.0	99.0	3.0	99.0	99.0	1.0	1.0	0.0	100.0	96.0	98.0	50.0	98.0	48.0	51.0	1	3				4.0		2.0	7	2	5	5	5	3	3	3	3	3	3	3.0	__NA__		__NA__		3.0	4	4	4	5	4	4	4	4	997	2	7	4	1	1	4	7	3.0		4	2	1.0	2	1.0	3	7		7.0		4.0	2	4	4	3	4	4	1	3	3	4	4	5	5	5	5							1.0	2.0	2.0	2.0	2.0	2.0	2	6.0	2	1.0			4.0		3.0	3	3.0		4	2	1	2.0	2	3	3.0	3.0	5.0	5.0	5.0	2	2	3	99.0	3	0.0		1.0	0.0	0	0.0		1991	1	1	__NA__	3	5	4	1.0	__NA__	3.0	99	53.0	1	3	4.0	6	7	1	4	2.0	__NA__	2
885	886.0	1		2.0	100	4	4	1	2	2	2	2	1.0	11.0	95	66.0	50.0	1.0	100.0	30.0	6.0	75.0	1.0	81.0	4.0	86.0	31.0	50.0	1.0	70.0	1	3		4.0		3.0			7	1	4	3	2	1	5	2	1	5	2	3.0	__NA__		__NA__		3.0	4	1	4	1	1	4	8	2	4	4	4	5	1	1	1	2	2.0		4	2	2.0	1	1.0	3	1		7.0	4.0		1	1	4	2	7	7	1	2	2	2	7	5	4	4	2	2.0	2.0	2.0	2.0	2.0	2.0							1	2.0	4	1.0		4.0	4.0			5		1.0	4	3	1	2.0	1	3	1.0	1.0	5.0	5.0	5.0	2	2	99	3.0	4	0.0	10.0	0.0	0.0	0	0.0		1956	2	1	__NA__	2	1	4	6.0	__NA__	6.0	99	51.0	1	3	4.0	3	1	1	4	1.0	__NA__	1
886	887.0	2			0	5	5	5	2	2	2	2	52.0	61.0	59	60.0	50.0	998.0	41.0	998.0	30.0	998.0	21.0	998.0	998.0	55.0	52.0	51.0	41.0	65.0	2	5				4.0		2.0	7	4	4	5	4	5	5	5	5	3	3		__NA__	3.0	__NA__		3.0	4	4	4	4	4	4	4	4	7	4	5	6	2	1	4	1		4.0	5	2	2.0	1	1.0	3	7	7.0		4.0		1	1	6	1	7	7	2	3	2	4	4	2	3	2	3							2.0	2.0	2.0	2.0	2.0	1.0	3	998.0	2	1.0		4.0	4.0			5	1.0		1	1	2	3.0	3	4	3.0	4.0	5.0	5.0	5.0	2	2	99	4.0	5	0.0	8.0	0.0	0.0	2	0.0		1959	2	1	__NA__	2	4	4	1.0	__NA__	3.0	99	42.0	2	3	3.0	6	4	2	6	1.0	__NA__	2
887	888.0	1		2.0	100	5	5	5	2	2	2	1	30.0	40.0	70	41.0	50.0	16.0	55.0	29.0	46.0	31.0	30.0	46.0	5.0	60.0	50.0	50.0	36.0	50.0	1	1		1.0				2.0	6	2	4	3	4	1	3	2	3	4	3		__NA__	3.0	__NA__		3.0	4	2	6	3	3	4	6	7	997	1	2	4	7	4	3	2		4.0	4	2	1.0	2	2.0	1	2	5.0			3.0	1	4	4	2	5	5	1	2	3	4	2	3	3	3	3							1.0	2.0	2.0	2.0	2.0	1.0	1	6.0	3	1.0		4.0			4.0	5	2.0		1	5	2	3.0	3	3	3.0	3.0	5.0	5.0	5.0	2	2	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0		1952	2	1	__NA__	2	4	4	7.0	__NA__	3.0	99	55.0	1	3	4.0	3	2	2	5	1.0	__NA__	2
888	889.0	1		2.0	100	2	5	5	2	2	2	1	0.0	81.0	85	81.0	50.0	60.0	100.0	61.0	0.0	31.0	50.0	41.0	30.0	100.0	50.0	0.0	35.0	80.0	1	3					3.0	2.0	7	4	4	4	4	3	4	4	3	3	3	3.0	__NA__		__NA__		1.0	4	1	7	1	1	6	6	7	4	1	2	4	3	4	1	1	1.0	1.0	3	1	2.0	1	1.0	1	1		7.0		4.0	1	4	4	3	3	5	2	3	2	5	7	1	1	1	1							1.0	1.0	1.0	1.0	2.0	1.0	1	4.0	2		6.0	2.0	3.0			3	3.0		1	5	2	3.0	1	4	5.0	4.0	5.0	5.0	5.0	2	2	3	99.0	5	-8.0	-8.0	-8.0	-8.0	-8	-8.0		1947	1	1	__NA__	2	1	4	5.0	__NA__	97.0	99	27.0	1	3	5.0	3	1	1	7	1.0	__NA__	2
889	890.0	1		2.0	100	3	3	5	2	2	1	1	89.0	45.0	89	72.0	87.0	43.0	20.0	3.0	60.0	32.0	5.0	66.0	25.0	56.0	30.0	50.0	36.0	100.0	1	1	6.0	1.0	1.0				2	5	5	5	5	4	4	5	3	2	3		__NA__	3.0	__NA__		2.0	4	2	7	3	4	5	7	7	4	1	1	1	2	1	4	7	5.0		5	2	2.0	2	1.0	1	6		1.0	2.0		1	1	1	3	6	6	1	2	1	1	1	2	4	2	5	2.0	2.0	2.0	2.0	2.0	2.0							2	6.0	1	7.0			4.0		4.0	3		5.0	1	6	2	1.0	3	3	5.0	5.0	4.0	4.0	5.0	1	1	99	2.0	5	0.0	10.0	0.0	0.0	0	0.0		1976	1	1	__NA__	6	1	4	1.0	__NA__	12.0	99	42.0	1	3	3.0	3	1	2	6	10.0	__NA__	1
890	891.0	1		2.0	100	3	4	4	2	2	2	1	90.0	91.0	73	95.0	94.0	12.0	4.0	2.0	75.0	26.0	2.0	95.0	2.0	86.0	86.0	94.0	88.0	99.0	1	3	10.0	1.0	1.0				2	4	3	4	4	3	3	3	3	3	4	3.0	__NA__		__NA__		2.0	1	3	7	3	3	7	5	7	4	1	1	3	1	1	4	7		3.0	5	2	1.0	1	2.0	1	7		1.0		2.0	1	3	2	2	6	7	1	2	1	1	7	2	5	2	5							2.0	2.0	2.0	2.0	2.0	2.0	3	6.0	1		2.0	4.0		4.0		1	4.0		1	6	2	1.0	4	5	5.0	5.0	4.0	5.0	5.0	1	1	99	2.0	5	0.0		0.0	0.0	1	0.0		1970	1	1	__NA__	4	5	4	1.0	__NA__	8.0	99	53.0	1	3	3.0	1	1	2	6	10.0	__NA__	2
891	892.0	1		2.0	100	5	4	5	2	2	2	1	99.0	79.0	100	99.0	3.0	20.0	3.0	3.0	98.0	2.0	1.0	100.0	0.0	98.0	30.0	2.0	38.0	30.0	1	1	1.0	1.0				1.0	1	2	5	5	2	1	3	2	1	1	1		__NA__	1.0	__NA__	1.0		3	3	6	3	3	7	4	6	5	7	1	4	1	1	1	1		3.0	3	2	2.0	2	2.0	1	7	3.0		4.0		1	2	3	3	5	3	1	2	1	1	1	3	4	2	4							2.0	2.0	2.0	2.0	2.0	2.0	3	6.0	1		5.0		1.0		2.0	4	4.0		1	4	2	1.0	1	3						2	2	99	1.0	5	0.0	0.0	10.0	0.0	0	0.0		1943	2	3	__NA__	2	1	1	5.0	__NA__	6.0	99	12.0	1	1	1.0	2	1	2	4	2.0	__NA__	2
892	893.0	1		2.0	100	5	5	2	2	2	2	1	90.0	89.0	90	86.0	90.0	35.0	26.0	30.0	31.0	50.0	20.0	100.0	35.0	65.0	60.0	86.0	64.0	80.0	1	3	6.0	3.0			3.0		3	5	5	5	5	5	5	5	5	3	2		__NA__	1.0	__NA__	1.0		2	3	6	5	4	6	6	7	6	1	4	5	1	3	2	3		4.0	5	2	1.0	2	2.0	1	6		2.0		3.0	1	1	2	1	6	7	1	2	1	1	6	2	5	3	5							1.0	1.0	1.0	1.0	1.0	1.0	1	4.0	4	7.0			3.0		3.0	4		5.0	1	6	2	2.0	2	4	5.0	4.0	4.0	4.0	3.0	1	1	99	3.0	5	0.0		0.0	0.0	1	0.0		1941	1	1	__NA__	3	3	4	2.0	__NA__	4.0	99	6.0	1	1	1.0	3	2	2	6	10.0	__NA__	2
893	894.0	1		1.0	100	5	4	5	2	2	2	2	1.0	60.0	99	61.0	50.0	63.0	71.0	54.0	0.0	61.0	60.0	4.0	51.0	99.0	16.0	17.0	4.0	69.0	1	5		2.0	2.0				7	3	4	3	3	2	4	3	1	4	3		__NA__	2.0	__NA__	1.0		7	1	5	1	1	5	5	5	2	5	4	4	2	4	5	3	4.0		5	1	1.0	1	1.0	3	6	7.0			4.0	3	7	4	3	4	5	1	3	2	7	7	2	2	2	2							2.0	2.0	2.0	2.0	2.0	2.0	1	6.0	4	1.0		4.0		4.0		5		3.0	7	3	1	3.0	1	2	5.0	4.0	5.0	5.0	5.0	2	2	99	2.0	5	0.0	10.0	0.0	0.0	0	0.0		1931	2	1	__NA__	3	4	4	5.0	__NA__	97.0	99	6.0	1	2	7.0	4	2	1	2	1.0	__NA__	2
894	895.0	1		1.0	100	5	4	4	2	2	2	2	4.0	59.0	66	84.0	52.0	45.0	84.0	69.0	0.0	59.0	39.0	52.0	94.0	59.0	17.0	51.0	43.0	55.0	1	3	5.0	4.0				2.0	7	2	3	3	3	2	4	3	3	4	3	3.0	__NA__		__NA__		1.0	7	1	5	2	1	5	5	5	2	4	2	5	1	5	4	5		2.0	4	2	2.0	2	1.0	3	2		6.0		4.0	4	4	4	2	5	6	1	3	2	6	3	3	4	3	3	2.0	2.0	2.0	2.0	2.0	2.0							1	6.0	3	2.0				4.0	4.0	4		4.0	1	6	2	2.0	2	2	3.0	2.0	4.0	5.0	5.0	2	2	2	99.0	4	0.0	10.0	0.0	0.0	0	0.0		1946	2	1	__NA__	3	1	4	5.0	__NA__	97.0	99	36.0	1	3	5.0	4	1	2	5	2.0	__NA__	1
895	896.0	1		2.0	99	4	3	4	2	2	2	1	84.0	56.0	50	50.0	64.0	50.0	6.0	10.0	70.0	50.0	11.0	97.0	22.0	81.0	50.0	76.0	56.0	69.0	1	3	1.0	1.0	1.0				2	4	1	4	4	3	2	4	3	1	2	3.0	__NA__		__NA__		2.0	1	2	6	3	3	5	5	7	3	1	2	2	1	2	3	7		3.0	4	2	1.0	1	3.0	1	5		3.0		2.0	1	2	3	2	2	5	1	2	3	2	2	3	4	2	3	2.0	2.0	2.0	2.0	2.0	2.0							1	4.0	2		4.0		4.0		3.0	3		5.0	1	6	2	1.0	4	5	3.0	5.0	4.0	4.0	4.0	1	1	1	99.0	5	0.0	10.0	0.0	0.0	0	0.0		1979	1	1	__NA__	5	1	4	1.0	__NA__		99	34.0	1	3	3.0	1	1	2	3	5.0	__NA__	1
896	897.0	1		2.0	100	1	1	1	1	1	1	1	86.0	64.0	81	67.0	75.0		0.0	0.0	27.0	15.0	0.0	100.0	3.0	100.0	80.0	49.0	73.0	100.0	1	3	6.0			3.0	3.0		2	3	3	5	5	3	2	4	3	4	2	4.0	Green Party		__NA__		2.0	1	2	7	3	2	7	7	7	7	7	1	1	1	1	1	6	4.0		5	2	1.0	2	1.0	1	3	1.0			2.0	1	1	1	2	6	6	1	2	1	1	6	3	3	2	2	2.0	2.0	2.0	2.0	2.0	2.0							1	6.0	1	7.0			3.0		3.0	3	4.0		1	6	2	1.0	3	5	4.0	5.0	5.0	5.0	5.0	1	1	3	99.0	5	0.0		0.0	0.0	1	0.0		1988	1	1	__NA__	6	1	4	2.0	__NA__	5.0	99	48.0	1	4	3.0	1	1	1	3	1.0	__NA__	1
897	898.0	1		1.0	100	5	5	5	2	2	2	2	3.0	50.0	50	50.0	50.0	64.0	80.0	89.0	17.0	97.0	91.0	5.0	67.0	89.0	31.0	50.0	45.0	66.0	1	2	8.0				2.0	2.0	7	3	4	3	5	3	5	5	2	3	3	2.0	__NA__		__NA__	1.0		6	3	5	1	1	4	6	6	1	4	5	4	5	5	5	2	2.0		5	1	2.0	1	1.0	2	4	7.0			4.0	2	7	7	3	5	3	1	3	2	6	4	3	3	2	2	2.0	2.0	2.0	2.0	2.0	2.0							1	6.0	2		5.0	4.0			4.0	4	3.0		6	3	2	5.0	2	4	5.0	3.0	5.0	5.0	5.0	2	2	99	3.0	5	0.0	10.0	0.0	0.0	0	0.0		1982	1	1	__NA__	5	1	4	1.0	__NA__		99	42.0	1	2	7.0	4	1	1	2	1.0	__NA__	1
898	899.0	1		2.0	100	4	4	5	2	2	2	1	95.0	68.0	69	63.0	52.0	50.0	1.0	50.0	73.0	50.0	44.0	71.0	48.0	66.0	50.0	53.0	50.0	76.0	1	2	8.0			1.0	1.0		1	4	5	5	5	5	5	5	5	2	3		__NA__	1.0	__NA__	2.0		4	1	7	1	2	7	6	6	3	4	4	4	1	1	4	3	3.0	3.0	3	2	2.0	1	2.0	1	3		4.0		3.0	1	3	3	3	3	2	1	2	1	2	4	2	4	2	4	2.0	2.0	2.0	2.0	2.0	2.0							1	2.0	1	4.0				3.0	3.0	4	4.0		3	3	2	1.0	3	3						2	2	99	4.0	5	8.0	0.0	0.0	0.0	2	0.0		1976	2	2	__NA__	5	6	4	1.0	__NA__	12.0	99	51.0	1	1	2.0	3	2	2	3	1.0	__NA__	1
899	900.0	1		2.0	99	3	2	2	1	2	1	1	86.0	75.0	50	50.0	50.0	40.0	31.0	31.0	70.0	31.0	16.0	91.0	20.0	50.0	50.0	51.0	65.0	85.0	1	3	11.0		1.0		1.0		2	2	2	2	2	2	2	2	2	2	2		__NA__	1.0	__NA__	1.0		2	2	7	4	2	7	7	7	6	1	2	2	1	1	4	7	4.0		5	2	1.0	2	1.0	1	7	1.0		2.0		1	1	1	2	7	6	1	2	1	1	6	1	1	3	5	2.0	2.0	2.0	2.0	2.0	2.0							3	6.0	4	6.0		4.0			4.0	3		5.0	1	6	2	1.0	2	3	3.0	4.0	4.0	4.0	3.0	1	1	99	2.0	4	0.0	10.0	0.0	0.0	0	0.0		1956	1	1	__NA__	3	1	4	1.0	__NA__	8.0	99	6.0	1	1	1.0	1	1	2	3		__NA__	1
900	901.0	2			100	3	4	3	2	2	2	1	82.0	71.0	52	63.0	82.0	17.0	1.0	3.0	41.0	5.0	3.0	100.0	3.0	59.0	74.0	69.0	59.0	85.0	1	3	7.0		1.0		1.0		2	3	3	5	5	4	3	4	4	3	2		__NA__	1.0	__NA__	1.0		2	3	7	4	4	4	6	7	6	1	2	2	1	1	4	5	3.0	5.0	5	2	1.0	2	3.0	1	7		2.0		2.0	1	3	4	2	7	7	1	2	1	1	5	2	4	2	4							2.0	2.0	2.0	2.0	2.0	1.0	1	6.0	4	5.0			4.0	2.0		3		5.0	7	5	2	1.0	2	5	5.0	4.0	5.0	5.0	3.0	2	2	2	99.0	5	0.0	8.0	0.0	0.0	2	0.0		1989	1	1	__NA__	2	5	4	4.0	__NA__	4.0	99	42.0	1	1	1.0	2	1	2	6	10.0	__NA__	2
901	902.0	2			100	2	2	3	1	2	1	1	72.0	50.0	50	50.0	50.0	59.0	18.0	5.0	19.0	35.0	16.0	85.0	19.0	21.0	30.0	50.0	50.0	99.0	1	3	1.0	2.0	3.0				3	5	5	5	5	5	5	5	5	1	2		__NA__	3.0	__NA__		2.0	3	1	7	5	2	4	6	7	7	1	1	1	2	1	6	1	4.0	5.0	5	2	1.0	1	2.0	2	7		2.0	2.0		1	2	5	8	3	4	1	2	1	1	2	2	4	3	5							1.0	2.0	2.0	2.0	2.0	1.0	1	6.0	4	2.0		5.0	3.0			8	5.0		1	6	2	3.0	5	3	5.0	5.0	1.0	1.0	3.0	1	1	99	2.0	5	0.0		0.0	1.0	0	0.0		1997	2	1	__NA__	2	6	4	8.0	__NA__	97.0	99	6.0	1	3	3.0	2	2	2	6	11.0	__NA__	2
902	903.0	1		1.0	100	1	1	1	1	1	1	1	100.0	100.0	97	93.0	3.0	99.0	72.0	88.0	1.0	76.0	100.0	1.0	46.0	63.0	1.0	3.0	8.0	56.0	1	5	4.0	2.0		2.0			7	1	1	1	1	1	1	1	1	3	3		__NA__	2.0	__NA__	1.0		7	1	5	1	1	4	7	7	4	4	7	7	7	7	7	1	2.0	3.0	4	2	3.0	2	2.0	3	4	4.0			2.0	2	4	3	3	4	4	1	3	3	4	4	3	3	3	3							1.0	1.0	1.0	1.0	1.0	1.0	2	5.0	1		4.0	4.0		4.0		3	3.0		4	3	1	1.0	3	3	3.0	3.0	3.0	3.0	3.0	2	2	99	1.0	3	0.0	10.0	0.0	0.0	0	0.0		1984	1	1	__NA__	3	5	4	2.0	__NA__	4.0	99	23.0	1	2	7.0	5	7	1	1	1.0	__NA__	2
903	904.0	1		2.0	100	3	2	3	2	1	1	2	76.0	96.0	52	100.0	94.0	2.0	1.0	1.0	70.0	2.0	2.0	98.0	1.0	4.0	94.0	94.0	89.0	90.0	1	3	11.0	1.0			1.0		2	4	4	4	4	4	2	4	4	3	3		__NA__	1.0	__NA__	1.0		1	3	7	4	3	7	7	7	7	1	1	1	1	1	5	7	4.0	4.0	5	2	1.0	2	1.0	1	7		1.0	1.0		1	1	1	2	7	7	1	2	1	1	7	2	5	3	5							1.0	1.0	1.0	2.0	2.0	1.0	3	4.0	2	7.0		5.0	4.0			3		5.0	1	6	2	1.0	5	3						1	1	2	99.0	5	0.0	6.0	4.0	0.0	0	0.0		1978	2	3	__NA__	6	5	3	2.0	__NA__	2.0	99	47.0	1	1	1.0	1	2	2	6		__NA__	2
904	905.0	2			0	5	5	5	2	2	2	1	21.0	99.0	99	100.0	100.0	3.0	100.0	6.0	51.0	3.0	6.0	3.0	3.0	61.0	51.0	99.0	52.0	72.0	2	5			4.0		4.0		4	3	3	3	3	3	3	3	3	5	5	4.0	undecided		__NA__		3.0	4	4	4	4	4	4	4	4	1	1	2	4	3	3	2	1	2.0		3	2	1.0	2	1.0	1	5	5.0		3.0		1	5	4	2	5	6	1	3	1	3	4	3	4	3	4							2.0	2.0	2.0	2.0	2.0	2.0	1	5.0	2	1.0		4.0		4.0		5		3.0	1	4	2	3.0	3	3	3.0	3.0	5.0	5.0	5.0	2	2	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0		1973	2	1	__NA__	2	1	4	1.0	__NA__	4.0	99		2	4	4.0	3	2	2	6	11.0	__NA__	2
905	906.0	2			48	5	5	5	2	2	2	1	46.0	79.0	82	78.0	85.0	1.0	5.0	40.0	61.0	7.0	1.0	59.0	24.0	50.0	71.0	79.0	85.0	75.0	2	5	11.0				4.0	4.0	1	4	4	4	4	4	4	4	4	1	1	3.0	__NA__		__NA__		3.0	4	2	7	3	3	4	7	7	4	4	1	4	3	3	7	1	5.0		5	2	1.0	2	1.0	1	7	1.0			4.0	1	1	4	2	7	7	1	3	3	4	1	2	5	2	5							2.0	2.0	2.0	2.0	2.0	2.0	1	2.0	1		4.0			3.0	3.0	2		5.0	1	6	2	1.0	5	5	5.0	5.0	5.0	5.0	5.0	2	2	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0		1966	1	1	__NA__	1	5	4	4.0	__NA__	1.0	99	56.0	2	3	4.0	3	4	2	6		__NA__	2
906	907.0	1		1.0	100	5	2	3	2	2	2	2	1.0	50.0	50	50.0	42.0	60.0	75.0	95.0	11.0	85.0	70.0	15.0	81.0	99.0	42.0	40.0	31.0	85.0	1	2	3.0		2.0	2.0			7	4	5	5	5	4	5	5	3	3	4		__NA__	3.0	__NA__		1.0	6	2	6	1	1	5	7	7	1	6	1	4	3	6	3	1		1.0	4	1	1.0	1	1.0	2	1	3.0			4.0	2	4	4	3	3	3	1	3	2	7	5	2	3	2	3							1.0	2.0	2.0	2.0	2.0	1.0	1	6.0	4		7.0	4.0			3.0	3		5.0	3	2	1	2.0	1	3	3.0	2.0	5.0	5.0	5.0	2	1	1	99.0	5	0.0	7.0	0.0	0.0	3	0.0		1975	2	1	__NA__	5	5	4	1.0	__NA__	1.0	99	56.0	1	3	7.0	5	1	2	5	3.0	__NA__	2
907	908.0	2			0	5	5	5	2	2	2	2	64.0	100.0	100	100.0	100.0	0.0	0.0	50.0	84.0	50.0	50.0	51.0	50.0	52.0	100.0	100.0	50.0	100.0	2	1	11.0	1.0			1.0		3	5	5	5	5	5	5	5	5	3	3		__NA__	1.0	__NA__	1.0		4	4	4	2	3	7	4	4	997	4	4	4	1	4	4	4	5.0		5	2	2.0	2	1.0	3	7	4.0		4.0		2	4	4	3	4	4	2	2	1	1	4	1	1	1	1	2.0	2.0	2.0	2.0	2.0	2.0							2	4.0	1		4.0		4.0		4.0	3	3.0		4	4	2	1.0	4	5	5.0	5.0	5.0	5.0	5.0	2	2	99	2.0	5	0.0	10.0	0.0	0.0	0	0.0		1990	1	1	__NA__	2	5	4	1.0	__NA__	7.0	99	47.0	2	1	1.0	1	3	2	6	11.0	__NA__	1
908	909.0	2			100	3	4	4	2	2	2	2	4.0	50.0	51	50.0	51.0	30.0	72.0	70.0	3.0	30.0	90.0	30.0	30.0	59.0	1.0	10.0	53.0	50.0	1	5	4.0			2.0		2.0	7	2	2	2	3	3	3	3	3	4	4	2.0	__NA__		__NA__	1.0		6	1	6	1	1	3	2	7	1	3	2	3	2	5	3	1	3.0	4.0	4	1	1.0	1	1.0	1	3		7.0		4.0	2	5	3	1	6	6	1	2	3	4	6	4	4	3	3	2.0	2.0	2.0	2.0	2.0	2.0							1	4.0	2	6.0			2.0	2.0		5		2.0	3	5	1	4.0	2	5	2.0	4.0	5.0	5.0	5.0	2	2	99	2.0	5	0.0		0.0	0.0	1	0.0		1976	1	1	__NA__	3	1	4	1.0	__NA__	6.0	99	29.0	1	2	7.0	5	1	1	4	1.0	__NA__	1
909	910.0	2			50	3	4	5	2	2	2	2	87.0	84.0	0	50.0	100.0	20.0	0.0	47.0	15.0	42.0	22.0	100.0	34.0	51.0	51.0	98.0	31.0	89.0	2	3	11.0		4.0		3.0		2	3	4	3	5	3	3	3	3	2	3		__NA__	1.0	__NA__	2.0		5	4	6	6	3	4	4	6	5	5	3	3	5	2	6	5	3.0	3.0	4	2	2.0	2	1.0	1	3	5.0		3.0		1	3	4	2	1	5	1	2	1	1	3	2	5	1	5							2.0	2.0	2.0	2.0	2.0	2.0	3	6.0	2	4.0		4.0			4.0	2	3.0		1	5	2	1.0	3	1						2	2	99	2.0	4	0.0	5.0	5.0	0.0	0	0.0		1992	2	6	__NA__	1	5	4	8.0	__NA__	5.0	99	6.0	2	1	2.0	3	2	2	6	11.0	__NA__	2
